Date, Close/Last, Volume, Open, High, Low
08/27/2020, $1628.52, 1567503, $1646.61, $1647.99, $1618.8137
08/26/2020, $1644.13, 2609363, $1606.3, $1652.79, $1600.9754
08/25/2020, $1605.85, 1257463, $1580.1, $1608.88, $1577.88
08/24/2020, $1585.15, 1281893, $1592.47, $1608.78, $1575.04
08/21/2020, $1575.57, 1742275, $1571.8, $1591.88, $1562.31
08/20/2020, $1576.25, 1319131, $1539.97, $1580.17, $1534.46
08/19/2020, $1544.61, 1523592, $1552.49, $1568.86, $1540
08/18/2020, $1555.78, 1418850, $1526.12, $1557.37, $1521.665
08/17/2020, $1516.24, 999934, $1515.97, $1523.78, $1505
08/14/2020, $1504.63, 1097059, $1513.61, $1519.785, $1499
08/13/2020, $1516.65, 1119711, $1508.21, $1536.9744, $1508.21
08/12/2020, $1507.24, 1126560, $1487.125, $1511.67, $1485
08/11/2020, $1480.54, 1554853, $1494, $1510.44, $1478.19
08/10/2020, $1496.82, 1027329, $1490.8, $1507.15, $1477.4901
08/07/2020, $1498.37, 1386294, $1509.04, $1520.09, $1486.27
08/06/2020, $1504.95, 1665261, $1476.15, $1506.27, $1471.9
08/05/2020, $1479.09, 1457518, $1476.82, $1490, $1471.215
08/04/2020, $1473.3, 1860609, $1486.71, $1493.11, $1464.03
08/03/2020, $1482.76, 2276085, $1491, $1497.73, $1471.72
07/31/2020, $1487.95, 4576382, $1497.05, $1505.02, $1454
07/30/2020, $1538.37, 1802121, $1497.97, $1540.89, $1495.17
07/29/2020, $1523.51, 1133773, $1505, $1533.33, $1503.01
07/28/2020, $1503.65, 1545534, $1525, $1526.01, $1500.52
07/27/2020, $1529.43, 1356185, $1513.26, $1537.56, $1512.33
07/24/2020, $1508.21, 1495381, $1499.19, $1515.4273, $1487.59
07/23/2020, $1516.75, 1695498, $1565.93, $1570.35, $1508.59
07/22/2020, $1564.85, 1224100, $1555.71, $1566.98, $1543.23
07/21/2020, $1555.92, 1377718, $1585.03, $1587.05, $1552.62
07/20/2020, $1563.84, 1508277, $1515, $1569.01, $1502.6961
07/17/2020, $1516.85, 1713231, $1516.91, $1523.43, $1498.1
07/16/2020, $1514.92, 1324227, $1501.5, $1515.91, $1488.27
07/15/2020, $1516.88, 1551325, $1523.23, $1536.33, $1497.83
07/14/2020, $1520.86, 1905400, $1492.79, $1522.8, $1485.925
07/13/2020, $1512.23, 2147728, $1549.94, $1576.36, $1506.56
07/10/2020, $1539.01, 1796063, $1513.25, $1541.34, $1500.72
07/09/2020, $1518.66, 2091833, $1509.93, $1529.1412, $1495.59
07/08/2020, $1503.6, 1588292, $1500.8, $1511.17, $1492.3
07/07/2020, $1489.92, 2118194, $1496.13, $1521.32, $1489.7
07/06/2020, $1499.65, 2235630, $1488.15, $1510, $1476.976
07/02/2020, $1469.93, 2860915, $1451.84, $1488.52, $1451.065
07/01/2020, $1442, 2109124, $1419.17, $1448.48, $1414.18
06/30/2020, $1418.05, 2014320, $1396.88, $1424, $1386.9301
06/29/2020, $1397.17, 2253678, $1360.34, $1398, $1351.65
06/26/2020, $1362.54, 4882014, $1432.63, $1437.02, $1355
06/25/2020, $1441.1, 1197907, $1431.22, $1442.32, $1419.5401
06/24/2020, $1432.7, 1579579, $1463.28, $1475.79, $1430
06/23/2020, $1463.98, 1887583, $1452, $1475.2, $1445
06/22/2020, $1450.66, 1472072, $1425.01, $1450.95, $1419.19
06/19/2020, $1424.64, 2639167, $1440, $1444.5, $1419
06/18/2020, $1434.12, 1743071, $1449.85, $1452.9699, $1426.235
06/17/2020, $1452.54, 1530500, $1452.94, $1462.2, $1435.125
06/16/2020, $1446.47, 1534826, $1449, $1457.17, $1428.99
06/15/2020, $1420.74, 1527652, $1389.49, $1425, $1387.1952
06/12/2020, $1412.92, 1833756, $1425.86, $1434.505, $1385.8
06/11/2020, $1401.9, 2357243, $1441.03, $1451.6033, $1398.41
06/10/2020, $1464.7, 1588116, $1461.51, $1472.77, $1454.355
06/09/2020, $1452.08, 1681155, $1445.24, $1467.8, $1442.36
06/08/2020, $1448.04, 1693881, $1426.28, $1449, $1424.48
06/05/2020, $1440.02, 2132350, $1415.64, $1446.3, $1407.6213
06/04/2020, $1414.3, 1349105, $1436.78, $1441.32, $1406.01
06/03/2020, $1439.25, 1386640, $1442.7, $1449.01, $1431.62
06/02/2020, $1442.31, 1172069, $1435, $1443, $1421.61
06/01/2020, $1434.87, 1259254, $1425.7, $1441.58, $1422.28
05/29/2020, $1433.52, 1852522, $1420.43, $1436.73, $1415.98
05/28/2020, $1418.24, 1759787, $1400, $1444.46, $1399.076
05/27/2020, $1420.28, 1584185, $1420, $1425.345, $1394.6
05/26/2020, $1421.37, 2229488, $1441.96, $1445.11, $1419.395
05/22/2020, $1413.24, 1427206, $1403.9, $1417, $1395.95
05/21/2020, $1406.75, 1544976, $1410.99, $1416.46, $1394.39
05/20/2020, $1409.16, 1913133, $1389.16, $1412.026, $1387.4193
05/19/2020, $1374.4, 1579250, $1385.48, $1392.49, $1373.76
05/18/2020, $1385.18, 2356449, $1361.58, $1392.76, $1354.2
05/15/2020, $1373.06, 2077199, $1348.26, $1374.58, $1339
05/14/2020, $1356.86, 1833017, $1333.52, $1357.37, $1323.3
05/13/2020, $1348.33, 2018404, $1376.16, $1385.33, $1328.01
05/12/2020, $1375.18, 1695874, $1408.22, $1414.33, $1374.51
05/11/2020, $1403.59, 1635856, $1376.79, $1415.53, $1375.5
05/08/2020, $1384.34, 1666487, $1381.82, $1396.64, $1372.01
05/07/2020, $1369.28, 1535819, $1361.31, $1375.9999, $1352.5406
05/06/2020, $1345.43, 1586629, $1358, $1368.69, $1345.13
05/05/2020, $1349.02, 1983318, $1337.5, $1371.01, $1335.03
05/04/2020, $1322.9, 1540347, $1308.13, $1324.47, $1296.01
05/01/2020, $1317.32, 2443554, $1324.09, $1351.43, $1309.66
04/30/2020, $1346.7, 2792124, $1331.36, $1350, $1321.5
04/29/2020, $1342.18, 5417888, $1345, $1360.15, $1326.73
04/28/2020, $1232.59, 4035007, $1283.2, $1284.76, $1230.38
04/27/2020, $1270.86, 2209333, $1292, $1294.1, $1265.06
04/24/2020, $1276.6, 1872004, $1255, $1277.71, $1244
04/23/2020, $1271.17, 1710122, $1265.74, $1288.15, $1260.5301
04/22/2020, $1258.41, 2315792, $1241.11, $1279.88, $1237.2
04/21/2020, $1212.16, 2482404, $1242.71, $1250, $1205
04/20/2020, $1261.15, 1764593, $1269.89, $1276.82, $1256.44
04/17/2020, $1279, 2552824, $1281.7, $1290, $1266
04/16/2020, $1257.43, 2894757, $1267.14, $1273.3586, $1238.2
04/15/2020, $1257.3, 2111842, $1246.51, $1275.1099, $1234
04/14/2020, $1265.23, 3167862, $1239.9735, $1275.7499, $1228.5413
04/13/2020, $1210.41, 1935128, $1201.5, $1214.5199, $1182.3318
04/09/2020, $1206.57, 2701423, $1218.18, $1221.99, $1192.4166
04/08/2020, $1207, 2016713, $1203.1, $1214.9, $1183.954
04/07/2020, $1182.56, 3080955, $1217.01, $1220.775, $1177.25
04/06/2020, $1183.19, 3165991, $1133, $1190.7547, $1125
04/03/2020, $1092.7, 2568694, $1114.71, $1118.79, $1075.08
04/02/2020, $1117.03, 2820534, $1100, $1122.77, $1093.13
04/01/2020, $1102.1, 2598519, $1124, $1129.42, $1093.49
03/31/2020, $1161.95, 3263971, $1148.73, $1173.4, $1136.72
03/30/2020, $1146.31, 2936827, $1132.64, $1151, $1098.4901
03/27/2020, $1110.26, 3139661, $1127.47, $1151.05, $1104.0027
03/26/2020, $1162.92, 3834422, $1114.72, $1171.48, $1092.03
03/25/2020, $1101.62, 4516162, $1124.58, $1146.17, $1083.01
03/24/2020, $1130.01, 3623435, $1103.98, $1133.33, $1086.43
03/23/2020, $1054.13, 4183629, $1056.37, $1066.91, $1008.87
03/20/2020, $1068.21, 4143897, $1130.9, $1138.4783, $1062.1
03/19/2020, $1111.67, 3703248, $1088.22, $1152.61, $1055.55
03/18/2020, $1091.19, 4652238, $1059.94, $1104.99, $1037
03/17/2020, $1118.06, 4159686, $1090.64, $1126, $1049.1
03/16/2020, $1073, 4825981, $1089.61, $1145.47, $1067.0801
03/13/2020, $1214.27, 3969973, $1174.99, $1214.4, $1112.29
03/12/2020, $1111.55, 4716293, $1122.62, $1188.75, $1108.47
03/11/2020, $1210.9, 2741694, $1248.27, $1256.93, $1191.14
03/10/2020, $1275.17, 2743566, $1254.39, $1275.85, $1214.51
03/09/2020, $1215.79, 3462578, $1204.96, $1252.73, $1198.04
03/06/2020, $1295.74, 3232315, $1269.95, $1302.75, $1257.21
03/05/2020, $1314.76, 2718982, $1345.55, $1353.63, $1301.64
03/04/2020, $1381.6, 2379856, $1358.96, $1382.78, $1337
03/03/2020, $1337.72, 2830112, $1397.68, $1408.19, $1329.2421
03/02/2020, $1386.32, 2771463, $1351.39, $1387.47, $1325.2
02/28/2020, $1339.25, 4010900, $1274.31, $1342.45, $1268.21
02/27/2020, $1314.95, 3114476, $1359.14, $1369.4, $1314.24
02/26/2020, $1390.47, 2490178, $1394.98, $1413.67, $1376.5501
02/25/2020, $1386.32, 2578966, $1431, $1436.847, $1380.42
02/24/2020, $1419.86, 2478039, $1423.05, $1436.38, $1406.79
02/21/2020, $1483.46, 2126843, $1504.58, $1510.945, $1478.49
02/20/2020, $1516.99, 1298386, $1519.01, $1527.07, $1504.255
02/19/2020, $1524.87, 1137338, $1527.2, $1530.74, $1520.976
02/18/2020, $1519.44, 1284011, $1514.34, $1530.555, $1511.01
02/14/2020, $1518.73, 1159857, $1514.53, $1520.05, $1505.55
02/13/2020, $1513.39, 1145658, $1510, $1525.946, $1504
02/12/2020, $1518.63, 1552136, $1515.86, $1520.3, $1508.67
02/11/2020, $1510.06, 1742647, $1513.27, $1529.8799, $1505.4501
02/10/2020, $1508.66, 1915072, $1477.23, $1508.88, $1475.2
02/07/2020, $1479.11, 1418049, $1467.385, $1485.245, $1465.41
02/06/2020, $1475.97, 1891079, $1451.98, $1481.56, $1450.48
02/05/2020, $1446.05, 1818793, $1463.61, $1464.58, $1429.675
02/04/2020, $1445.41, 4793967, $1454.49, $1467.335, $1422.03
02/03/2020, $1482.6, 3608760, $1461.65, $1486.3, $1456.61
01/31/2020, $1432.78, 2191075, $1467.86, $1469.67, $1427.06
01/30/2020, $1454.25, 1355472, $1438.1, $1455.25, $1435
01/29/2020, $1456.7, 1081964, $1458.46, $1464.14, $1445.385
01/28/2020, $1450.5, 1486586, $1441.74, $1454.8, $1430.36
01/27/2020, $1431.73, 1706566, $1431.54, $1436.58, $1419.5
01/24/2020, $1466.17, 1489280, $1492.82, $1494.2, $1463.1796
01/23/2020, $1484.69, 1332562, $1487.55, $1493.5, $1480.32
01/22/2020, $1484.17, 1422946, $1489.73, $1500.5812, $1482.6614
01/21/2020, $1482.25, 2446601, $1479, $1489.8845, $1470.21
01/17/2020, $1479.52, 2621175, $1462.54, $1480.55, $1456.55
01/16/2020, $1450.16, 1304040, $1445.45, $1450.7, $1440
01/15/2020, $1439.2, 1077519, $1433.02, $1440.78, $1431.66
01/14/2020, $1430.59, 1305636, $1440, $1442.63, $1427.77
01/13/2020, $1440.03, 1537317, $1435.25, $1441.48, $1425.37
01/10/2020, $1428.96, 1313178, $1429.47, $1434.9399, $1419.5977
01/09/2020, $1419.79, 1661438, $1421.93, $1428.68, $1410.21
01/08/2020, $1405.04, 1766274, $1394.82, $1411.85, $1392.63
01/07/2020, $1395.11, 1726456, $1400.46, $1403.5, $1391.555
01/06/2020, $1397.81, 2339343, $1351.63, $1398.32, $1351
01/03/2020, $1361.52, 1170629, $1348, $1373.75, $1347.3236
01/02/2020, $1368.68, 1364265, $1348.41, $1368.68, $1346.49
12/31/2019, $1339.39, 976061, $1335.79, $1340.66, $1332.13
12/30/2019, $1339.71, 1000592, $1356.81, $1357, $1337.835
12/27/2019, $1354.64, 1160873, $1364, $1367.07, $1353
12/26/2019, $1362.47, 1183800, $1346.55, $1363.2, $1345.51
12/24/2019, $1344.43, 673410, $1350.21, $1352.01, $1344.165
12/23/2019, $1350.63, 996967, $1358.73, $1361.854, $1348
12/20/2019, $1351.22, 2513849, $1363.1, $1364, $1350.73
12/19/2019, $1356.44, 1521082, $1351.91, $1357.5259, $1348.7507
12/18/2019, $1351.91, 1166733, $1357, $1359.43, $1350.46
12/17/2019, $1354.89, 1648549, $1362.41, $1364.33, $1350.77
12/16/2019, $1360.7, 1406457, $1355, $1363.53, $1350.61
12/13/2019, $1346.87, 1658684, $1347.9, $1351.35, $1341.66
12/12/2019, $1348.49, 1456466, $1343.21, $1354.58, $1338.2001
12/11/2019, $1344.25, 1024308, $1348.3, $1349.89, $1341.1
12/10/2019, $1342.89, 880430, $1339.94, $1348, $1334
12/09/2019, $1342.99, 1556889, $1338.86, $1357.553, $1336.07
